Index,URL,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
1,https://open.spotify.com/track/3Xfwu3xtPqmJ4nM4jpBm8O,Tems,Damages,2020-09-25,0.712,0.497,1,-8.106,1,0.431,0.528,2.65e-05,0.125,0.516,128.385,169412,5
2,https://open.spotify.com/track/398G0odwKJ892uyEYDlMBh,Burna Boy,Onyeka (Baby),2020-08-13,0.825,0.685,2,-5.21,1,0.0776,0.155,0.00977,0.102,0.304,102.03,202147,4
3,https://open.spotify.com/track/75XyD1RDOviOrbgXLlwPcg,Whalez,Baby Gallardo,2020-10-09,0.854,0.607,9,-7.108,0,0.232,0.316,0.816,0.0706,0.861,110.008,192052,4
4,https://open.spotify.com/track/3jcMCTT34It5I44h4ksWZQ,Omaremii,Guy,2020-11-20,0.774,0.532,1,-10.824,0,0.223,0.212,0.00104,0.188,0.419,111.991,192750,4
5,https://open.spotify.com/track/3uZlo89fRLf5Gv10tG01dM,Kelvin Sean,Naturally,2020-10-30,0.793,0.624,11,-6.835,0,0.0491,0.192,0,0.446,0.784,96.006,152571,4
6,https://open.spotify.com/track/6Q5rgEVtDOSX9VXKSsme01,Immaculate Dache,Antonio,2020-09-25,0.749,0.767,8,-5.778,0,0.0677,0.195,0.286,0.0837,0.717,113.054,214570,4
7,https://open.spotify.com/track/5iWCKzHaeKSK9Ldft7IJu6,Dj tmaro,Jegba,2020-02-14,0.639,0.649,9,-5.089,0,0.0712,0.711,0.178,0.103,0.78,189.997,197027,4
8,https://open.spotify.com/track/244kJEyVPU5GnzVr4FwXBS,Taiyel,Pop (Power of Persistency),2019-04-08,0.754,0.764,0,-4.872,0,0.0523,0.386,0.00288,0.165,0.746,104.068,226653,4
9,https://open.spotify.com/track/2RaHreAi8lXvQOM0prMvXT,Omah Lay,Bad Influence,2020-01-16,0.831,0.388,0,-14.52,0,0.234,0.507,0.242,0.122,0.777,96.951,138653,4
10,https://open.spotify.com/track/4eXmeoJ9uR4GGB3ior9Vqi,Goldkay,Magnum,2020-11-06,0.787,0.591,4,-6.614,0,0.109,0.0371,0.0208,0.117,0.127,105.993,181394,4
11,https://open.spotify.com/track/6vmVET6AVxyCO5BpFO6qee,Black Beatz,Dobalé,2020-10-29,0.794,0.545,10,-7.246,0,0.173,0.736,0.0617,0.0979,0.649,103.02,170136,4
12,https://open.spotify.com/track/1ocoGMCMOptiAwie1U1cTw,O.L.A,Vibes,2020-10-02,0.788,0.762,2,-5.234,1,0.0626,0.207,3.2e-06,0.0647,0.434,89.984,194785,4
13,https://open.spotify.com/track/5TomLACVyhUOyEVRa0wNoE,Dj tmaro,Nana,2020-01-24,0.787,0.63,4,-6.948,0,0.0712,0.219,0.000688,0.0795,0.362,104.986,223435,4
14,https://open.spotify.com/track/1SKzKRSF1Odf8UL6KhCvu0,Spjuice,High Notes,2019-02-14,0.725,0.632,4,-3.533,0,0.288,0.517,0,0.0971,0.504,101.699,195337,4
15,https://open.spotify.com/track/0rkeqGM7jKoi3tewOL13bi,Tk Tycoon,Bolanle,2020-08-28,0.616,0.505,5,-9.746,1,0.263,0.267,0.018,0.085,0.907,109.985,195185,4
16,https://open.spotify.com/track/5HKFXkUZGiYknm8fhFkpPE,Rema,Ginger Me,2020-06-19,0.567,0.577,8,-7.833,0,0.134,0.134,0.000397,0.145,0.719,200.008,205893,5
17,https://open.spotify.com/track/5XGwcZ9ybKbMrRxF3hEypH,Dj tmaro,Far,2020-10-09,0.843,0.451,5,-6.582,0,0.289,0.599,0.000292,0.126,0.674,96.003,180637,4
18,https://open.spotify.com/track/7eb1uzpdRYfNHepl6wbh3k,Nizzy,Monalisa,2020-08-07,0.55,0.692,0,-6.951,0,0.364,0.555,2.02e-05,0.109,0.66,113.322,214765,5
19,https://open.spotify.com/track/2gkIo64FizObclEmfQS3cl,Dj tmaro,Ella,2020-11-13,0.9,0.686,0,-6.224,0,0.111,0.206,0,0.093,0.857,100.051,163506,4
20,https://open.spotify.com/track/22PVyClwUzwXyoTkMZWR6n,Dj tmaro,One Take Freestyle,2020-07-13,0.84,0.466,9,-11.557,0,0.267,0.768,0.00144,0.105,0.732,101.968,188291,4
21,https://open.spotify.com/track/05ZZL4ul4eTDuBJ9A1zwsC,Omah Lay,You,2020-02-14,0.784,0.729,7,-4.644,1,0.113,0.21,0,0.0535,0.807,96.92,163299,4
22,https://open.spotify.com/track/4Ml6lJw8XFrfON4d00sSBd,Dj tmaro,Hit & Run,2018-09-21,0.878,0.696,1,-5.562,0,0.0551,0.00971,0.000121,0.0821,0.891,115.042,205662,4
23,https://open.spotify.com/track/4LDzCi1czj4OYdqHVaq9ex,Dj tmaro,Actual Riddim,2019-07-19,0.901,0.626,10,-7.522,0,0.254,0.108,0.000772,0.0896,0.175,114.021,227396,4
24,https://open.spotify.com/track/4DthxV3ay0ojLhKagD8cNZ,Dj tmaro,Vibe,2020-11-13,0.587,0.387,1,-7.001,0,0.303,0.121,0.000718,0.11,0.617,66.693,195619,5
25,https://open.spotify.com/track/5iOKGigwmEPBSPSkM8v5lx,Idahams,Man On Fire,2020-06-12,0.772,0.687,2,-7.398,0,0.164,0.0445,6.22e-06,0.048,0.794,96.034,202500,4
