Index,URL,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
1,https://open.spotify.com/track/1gAgb7hnZ9AAJ5MCcvSKqJ,WizKid,Mighty Wine,2020-10-29,0.737,0.731,1,-2.264,0,0.0546,0.0771,4.14e-05,0.138,0.747,99.9,217813,4
2,https://open.spotify.com/track/5GmvLu8Ok9KqBakA6jTEVK,Patoranking,Abule,2020-08-27,0.687,0.79,8,-7.122,1,0.194,0.119,2.57e-05,0.104,0.603,99.669,199198,4
3,https://open.spotify.com/track/48DoYs5rIX1PbsbCBYpYfB,Oxlade,DKT,2020-09-04,0.705,0.388,11,-9.973,1,0.25,0.665,0.00353,0.146,0.26,66.177,138182,5
4,https://open.spotify.com/track/4DthxV3ay0ojLhKagD8cNZ,Dj tmaro,Vibe,2020-11-13,0.587,0.387,1,-7.001,0,0.303,0.121,0.000718,0.11,0.617,66.693,195619,5
5,https://open.spotify.com/track/51mLQ3w7yR7vjdSTFLWaY5,WizKid,Ginger (feat. Burna Boy),2020-10-29,0.545,0.749,4,-6.621,0,0.153,0.103,0,0.232,0.681,100.503,196147,4
6,https://open.spotify.com/track/5DS9LiyEdw2zY8bM6kjjgM,Olamide,Infinity (feat. Omah Lay),2020-10-07,0.93,0.535,7,-8.755,0,0.111,0.303,0.0201,0.146,0.518,102.017,171765,4
7,https://open.spotify.com/track/5ZmKfdpnBSN6lzIMP1jgO6,Wande Coal,Ever Blazin,2020-09-10,0.785,0.787,0,-4.881,1,0.0539,0.0963,1.5e-06,0.0491,0.741,100.011,196550,4
8,https://open.spotify.com/track/0dGFt2FDpS0zIFO0B9mrFF,KWAMZ,Ronaldo,2020-09-25,0.902,0.72,11,-6.579,0,0.154,0.382,0.00174,0.0944,0.86,121.978,190820,4
9,https://open.spotify.com/track/6Q5rgEVtDOSX9VXKSsme01,Immaculate Dache,Antonio,2020-09-25,0.749,0.767,8,-5.778,0,0.0677,0.195,0.286,0.0837,0.717,113.054,214570,4
10,https://open.spotify.com/track/75XyD1RDOviOrbgXLlwPcg,Whalez,Baby Gallardo,2020-10-09,0.854,0.607,9,-7.108,0,0.232,0.316,0.816,0.0706,0.861,110.008,192052,4
11,https://open.spotify.com/track/3uZlo89fRLf5Gv10tG01dM,Kelvin Sean,Naturally,2020-10-30,0.793,0.624,11,-6.835,0,0.0491,0.192,0,0.446,0.784,96.006,152571,4
12,https://open.spotify.com/track/1ZEgcL1xMhsiv87lEBOiFp,O9echi,Sun Mo,2020-10-16,0.757,0.565,7,-9.42,0,0.138,0.349,0.000904,0.0963,0.667,94.088,165319,4
13,https://open.spotify.com/track/2gkIo64FizObclEmfQS3cl,Dj tmaro,Ella,2020-11-13,0.9,0.686,0,-6.224,0,0.111,0.206,0,0.093,0.857,100.051,163506,4
14,https://open.spotify.com/track/7gdKO8t9G1qrAvrnQji5Wk,Kelvyn Boy,Tele,2020-11-05,0.848,0.743,1,-7.095,0,0.0804,0.362,0.0014,0.102,0.706,100.036,194400,4
15,https://open.spotify.com/track/56l5nazZw2rwYmu3dqbWjo,WizKid,No Stress,2020-09-17,0.51,0.663,11,-4.871,0,0.472,0.00401,0,0.0989,0.551,199.733,202707,4
16,https://open.spotify.com/track/6iC4xfqow6iAsRhPh5IrWz,DJ Tunez,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",2020-08-13,0.755,0.645,3,-6.933,0,0.0944,0.625,5.79e-06,0.197,0.695,99.889,213600,4
17,https://open.spotify.com/track/6vmVET6AVxyCO5BpFO6qee,Black Beatz,Dobalé,2020-10-29,0.794,0.545,10,-7.246,0,0.173,0.736,0.0617,0.0979,0.649,103.02,170136,4
18,https://open.spotify.com/track/3qvZW1bLvAsJIUhYcuvf4F,Burna Boy,Real Life (feat. Stormzy),2020-08-13,0.594,0.568,0,-7.268,1,0.0701,0.147,4.01e-05,0.339,0.407,132.348,197934,5
19,https://open.spotify.com/track/56EOFQhwDz1X8TNWZbYFuS,Dj tmaro,Lane,2020-07-31,0.789,0.56,8,-6.467,0,0.104,0.232,0,0.0872,0.449,92.97,210034,4
20,https://open.spotify.com/track/1ocoGMCMOptiAwie1U1cTw,O.L.A,Vibes,2020-10-02,0.788,0.762,2,-5.234,1,0.0626,0.207,3.2e-06,0.0647,0.434,89.984,194785,4
21,https://open.spotify.com/track/1SKzKRSF1Odf8UL6KhCvu0,Spjuice,High Notes,2019-02-14,0.725,0.632,4,-3.533,0,0.288,0.517,0,0.0971,0.504,101.699,195337,4
22,https://open.spotify.com/track/4QgChiyKY0lJnL3YylZC8Y,Master KG,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix / Radio Edit,2020-07-09,0.817,0.511,1,-7.476,1,0.0448,0.0348,5.5e-05,0.086,0.761,124.014,234194,4
23,https://open.spotify.com/track/5yLUzZYvpBUiqw9aP037Gb,Taiyel,Matter,2020-05-01,0.519,0.632,9,-9.368,0,0.0672,0.0824,0.0065,0.0952,0.702,127.633,192959,5
24,https://open.spotify.com/track/1M0kSlChX68kBdgWhXvoMQ,DJ Boat,Private Party,2019-11-29,0.682,0.85,1,-4.185,1,0.111,0.162,0,0.078,0.771,96.544,174255,4
25,https://open.spotify.com/track/5iWCKzHaeKSK9Ldft7IJu6,Dj tmaro,Jegba,2020-02-14,0.639,0.649,9,-5.089,0,0.0712,0.711,0.178,0.103,0.78,189.997,197027,4
26,https://open.spotify.com/track/5EVEYkrTzqm3Q4ZVXXL02n,DJ Tunez,Cool Me Down (feat. Wizkid),2020-07-28,0.783,0.809,5,-5.689,0,0.0668,0.0813,0.00358,0.109,0.904,101.043,208758,4
27,https://open.spotify.com/track/2xGAzLtVYiGsHHRiQMtMol,DJ G Money,Masosokuso,2020-08-01,0.904,0.623,1,-9.074,1,0.0554,0.00436,0.122,0.0932,0.815,125.025,184098,4
28,https://open.spotify.com/track/3G29VD7iQNniRIH64ER7PB,Loopro,Mama Africa,2020-10-28,0.783,0.663,11,-7.918,0,0.0761,0.238,0,0.218,0.627,125.05,245040,4
29,https://open.spotify.com/track/6yEcWgD9eJWhVfAUBMcYwW,Dj tmaro,Dance,2020-10-10,0.794,0.46,0,-10.185,0,0.121,0.552,0.00714,0.0641,0.595,99.988,146406,4
30,https://open.spotify.com/track/0rkeqGM7jKoi3tewOL13bi,Tk Tycoon,Bolanle,2020-08-28,0.616,0.505,5,-9.746,1,0.263,0.267,0.018,0.085,0.907,109.985,195185,4
31,https://open.spotify.com/track/1cyLbYDEOguFyy7BBzIvfI,Wh1t,Fallin',2020-11-10,0.808,0.613,4,-10.281,1,0.0869,0.126,0.00262,0.142,0.288,113.011,356681,4
32,https://open.spotify.com/track/48EsgoYWHL3ES1YC1jiSZg,Tutipsy,Temperature,2020-09-17,0.848,0.816,1,-4.646,1,0.1,0.0613,0.00123,0.104,0.835,111.915,171445,4
33,https://open.spotify.com/track/7x6HK0JCNy3wA12iJS98GI,Dj tmaro,1984,2020-07-31,0.822,0.589,6,-6.814,0,0.0582,0.618,1.1e-05,0.113,0.69,96.005,174716,4
34,https://open.spotify.com/track/3jcMCTT34It5I44h4ksWZQ,Omaremii,Guy,2020-11-20,0.774,0.532,1,-10.824,0,0.223,0.212,0.00104,0.188,0.419,111.991,192750,4
