Index,URL,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
23,https://open.spotify.com/track/0m9uFKBhxY1r4wTN0XymiI,The Budos Band,Nobody's Bulletproof,2009-06-23,0.574,0.941,3,-5.835,1,0.0475,0.27,0.877,0.356,0.891,126.857,190173,4
24,https://open.spotify.com/track/6G2M6vvToPz12ghZpeJSGe,William Onyeabor,Atomic Bomb - William Onyeabor vs. Hot Chip,2014-05-06,0.834,0.56,8,-10.062,0,0.0439,0.0145,0.282,0.446,0.78,125.798,436237,4
25,https://open.spotify.com/track/6k6JSwl4Xs9goFC8VZ098l,The Shaolin Afronauts,Kilimanjaro,2011-06-27,0.635,0.838,1,-6.834,0,0.04,0.27,0.00791,0.121,0.939,117.691,386747,4
26,https://open.spotify.com/track/5y9sTZ2UKkddohU5k4gccl,Peter King,African Dialects,2008-05-12,0.673,0.8,2,-8.792,1,0.0361,0.181,0.694,0.115,0.553,110.082,296493,4
27,https://open.spotify.com/track/791wSIhPaz4gvcxeIG0mHh,The Budos Band,Ephra,2009-06-23,0.673,0.786,10,-6.676,1,0.0439,0.178,0.901,0.0942,0.901,120.183,185987,4
28,https://open.spotify.com/track/1dDFysERIfgY3zxVpkCTLI,Antibalas,Go Je Je,2011-04-29,0.608,0.905,9,-5.974,1,0.0632,0.191,0.84,0.137,0.6,79.05,398120,4
29,https://open.spotify.com/track/32gtSO10v6vgTl0CvikODe,The Souljazz Orchestra,Dog eat dog,2017-09-22,0.725,0.818,0,-7.272,0,0.0299,0.0917,0.000763,0.0881,0.872,116.0,425529,4
30,https://open.spotify.com/track/6VJxaWAaMSKZsZNtZxpVan,Tony Allen,Asiko (In a Silent Mix) - Motor City Drum Ensemble Remix,2018-04-30,0.853,0.713,1,-10.11,1,0.141,0.00643,0.748,0.306,0.304,119.621,443989,4
31,https://open.spotify.com/track/4aZOVPGI7yA37ZWUJ14uA4,Seun Kuti,Black Times - Radio Edit,2017-12-08,0.608,0.774,5,-7.134,0,0.125,0.302,0,0.23,0.931,97.553,295470,4
32,https://open.spotify.com/track/2z3HXHcCac7pLNPjwThKHK,Ikebe Shakedown,Dram,2014-04-15,0.595,0.766,6,-8.626,0,0.0573,0.0567,0.849,0.169,0.737,149.554,243693,4
33,https://open.spotify.com/track/0LcSuLxn3abxhGh0zRnfnP,Femi Kuti,Truth Don Die,1998-01-01,0.746,0.945,0,-7.175,1,0.0365,0.063,0.000469,0.101,0.948,125.989,380533,4
34,https://open.spotify.com/track/4NUgN3U3KwPfVAGYrzrQd9,Antibalas,Dirty Money,2012-07-08,0.713,0.956,6,-6.166,0,0.0429,0.314,0.47,0.0539,0.893,112.75,375307,4
35,https://open.spotify.com/track/7bJSFZJzWv8J7AyzZIGASJ,Bembeya Jazz National,Petit Sekou,1976,0.495,0.744,4,-5.372,0,0.0481,0.173,0.9,0.126,0.652,81.069,355250,4
36,https://open.spotify.com/track/2559TZcRM848q9t1kbTm02,The Tony Benson Sextet,Ugali,2011-07-17,0.647,0.714,7,-9.153,1,0.0944,0.706,0.919,0.113,0.857,172.572,323387,3
37,https://open.spotify.com/track/1gajkqzK3ZU47FFvcwZaX3,George Akaeze and His Augmented Hits,Business Before Pleasure,2007-04-03,0.641,0.657,1,-7.295,1,0.0547,0.134,5.67e-05,0.343,0.761,119.129,278000,4
38,https://open.spotify.com/track/3ApFcFZc5lEMbyNQcS8MIH,Mercury Dance Band,Envy No Good,1974,0.565,0.861,0,-5.442,0,0.116,0.412,3.11e-05,0.0794,0.588,97.635,292427,4
39,https://open.spotify.com/track/0dlOKmmTT8xUxFHQuEU02B,Tunji Oyelana,Ojo,2012-09-24,0.696,0.91,0,-8.411,1,0.0548,0.0142,9.94e-06,0.2,0.718,111.609,374960,4
40,https://open.spotify.com/track/1FQzFJMUdcqw9v2SK3uRGr,The Barbecues,Aay Lolo,2010-01-04,0.665,0.772,6,-6.359,0,0.0563,0.181,8.4e-06,0.0789,0.86,111.702,228293,4
41,https://open.spotify.com/track/1uIy2y0qJlC5ftcf2DjQjr,The Sahara All Stars Of Jos,Feso Jaiye,2007-04-03,0.679,0.746,5,-8.707,0,0.119,0.29,0.00223,0.173,0.713,95.232,249667,4
42,https://open.spotify.com/track/6yM82PxMywRHehdoQgQT8p,Bola Johnson,Lagos Sisi,2010-10-04,0.718,0.626,10,-9.049,0,0.0604,0.147,0.00207,0.0994,0.662,107.288,203040,4
43,https://open.spotify.com/track/5a42YtdB4TY0yzwurELbPV,Afro Cult Foundation,The Quest,2011-07-17,0.608,0.5,0,-9.93,1,0.073,0.791,0.87,0.107,0.559,99.406,492280,3
44,https://open.spotify.com/track/7BgOdtjbfgvip4BJRn9NmI,Sahara All Stars Band Jos.,Enjoy Yourself,2011-07-17,0.632,0.827,2,-7.088,0,0.0581,0.213,0.00186,0.106,0.805,114.256,362493,4
45,https://open.spotify.com/track/3QOllXZu7hOPu3Vv29XVZG,Bembeya Jazz National,Kana Sarakabö,1976,0.55,0.843,11,-7.369,0,0.0449,0.316,0.224,0.123,0.942,171.2,361125,3
46,https://open.spotify.com/track/5jh3f8fy8a335XYDyJ7x9R,Joe Mensah,Africa Is Home,2016-06-01,0.611,0.714,10,-10.342,0,0.0506,0.0309,0.596,0.306,0.828,129.189,536320,4
47,https://open.spotify.com/track/51WXp19Xrhqk36KyqxWYgu,Don Satch,Alabeke,2011-10-30,0.64,0.799,1,-8.138,1,0.091,0.511,0.0017,0.0908,0.818,89.462,276453,4
48,https://open.spotify.com/track/616eSjwX3yd5HhtPNCsjCI,The Anansa Professionals,Enwan,2011-07-17,0.764,0.809,3,-5.312,0,0.104,0.518,4.21e-05,0.205,0.849,99.818,331093,4
49,https://open.spotify.com/track/1lnHRzrx8GLtkPWEQRebWW,Thony Shorby Nyenwi,No Wrong Show,2004-04-05,0.622,0.733,7,-12.252,1,0.0688,0.00922,0.33,0.25,0.404,107.127,343053,4
